# gapseq version: 1.1 8d4d2ce
# Sequence DB md5sum: 1139b8e (2022-02-11, Bacteria)
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A088EYX4	43.188	5.07e-92	299	99	NODE_5253_length_3875_cov_324.676 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1717	2880	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A088EYX4	43.188	4.59e-92	299	99	NODE_5618_length_3831_cov_16.3994 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1673	2836	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A088EYX4	43.188	4.55e-92	299	99	NODE_4704_length_3828_cov_204.407 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1670	2833	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A088EYX4	43.188	2.43e-91	299	99	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2159	996	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A073B3C3	43.392	9.98e-92	299	99	NODE_4704_length_3828_cov_204.407 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1670	2830	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A073B3C3	43.392	5.30e-91	299	99	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2159	999	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A073B3C3	43.392	1.11e-91	299	99	NODE_5253_length_3875_cov_324.676 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1717	2877	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A073B3C3	43.392	1.01e-91	299	99	NODE_5618_length_3831_cov_16.3994 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1673	2833	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A5N3I5|A5N3I5_CLOK5	43.069	3.04e-91	299	99	NODE_651_length_23519_cov_211.078 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15452	14259	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0M1NZ85	42.785	5.59e-91	298	99	NODE_498_length_30926_cov_43.4742 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22045	20873	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0M1NZ85	42.785	4.57e-91	298	99	NODE_633_length_23858_cov_215.29 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8134	9306	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0M1NZ85	41.919	9.52e-92	298	99	NODE_5618_length_3831_cov_16.3994 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1673	2839	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0M1NZ85	41.919	9.46e-92	298	99	NODE_4704_length_3828_cov_204.407 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1670	2836	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0M1NZ85	41.919	4.86e-91	298	99	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2159	993	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0M1NZ85	41.919	1.05e-91	298	99	NODE_5253_length_3875_cov_324.676 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1717	2883	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K2Y373	42.199	6.78e-91	298	99	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2165	996	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K2Y373	42.199	1.48e-91	298	99	NODE_5253_length_3875_cov_324.676 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1711	2880	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K2Y373	42.199	1.34e-91	298	99	NODE_5618_length_3831_cov_16.3994 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1667	2836	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K2Y373	42.199	1.33e-91	298	99	NODE_4704_length_3828_cov_204.407 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1664	2833	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0J1DHN1	44.110	7.84e-91	298	99	NODE_498_length_30926_cov_43.4742 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22027	20870	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0J1DHN1	43.860	7.62e-91	298	99	NODE_633_length_23858_cov_215.29 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8152	9309	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0J1DHN1	43.781	6.72e-91	298	99	NODE_503_length_30277_cov_128.889 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22075	20909	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0J1DHN1	43.781	6.64e-91	298	99	NODE_783_length_22675_cov_314.699 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8143	9309	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A5N3I5|A5N3I5_CLOK5	39.440	2.48e-90	296	99	NODE_41_length_97093_cov_16.3165 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47160	48320	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C7KCP9	42.494	6.24e-90	295	99	NODE_41_length_97093_cov_16.3165 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47160	48320	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A5N3I5|A5N3I5_CLOK5	39.440	6.26e-90	295	100	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	120906	119746	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A5N3I5|A5N3I5_CLOK5	39.440	5.99e-90	295	99	NODE_924_length_18363_cov_191.136 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	14368	13208	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A5N3I5|A5N3I5_CLOK5	39.440	5.99e-90	295	99	NODE_1029_length_18579_cov_304.051 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4095	5255	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A0A1N7U0F8|A0A1N7U0F8_9PSED	48.593	9.34e-90	295	99	NODE_498_length_30926_cov_43.4742 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22036	20873	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A0A1N7U0F8|A0A1N7U0F8_9PSED	48.593	8.31e-90	295	99	NODE_503_length_30277_cov_128.889 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22075	20912	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A0A1N7U0F8|A0A1N7U0F8_9PSED	48.593	8.23e-90	295	99	NODE_783_length_22675_cov_314.699 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8143	9306	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A0A1N7U0F8|A0A1N7U0F8_9PSED	48.593	6.93e-90	295	99	NODE_633_length_23858_cov_215.29 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8143	9306	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C7KCP9	42.494	1.46e-89	294	100	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	120906	119746	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C7KCP9	42.494	1.40e-89	294	99	NODE_924_length_18363_cov_191.136 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	14368	13208	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C7KCP9	42.494	1.40e-89	294	99	NODE_1029_length_18579_cov_304.051 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4095	5255	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A073B3C3	44.000	3.16e-89	294	98	NODE_633_length_23858_cov_215.29 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8149	9303	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A073B3C3	44.000	2.32e-89	294	98	NODE_503_length_30277_cov_128.889 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22069	20915	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A073B3C3	44.000	2.30e-89	294	98	NODE_783_length_22675_cov_314.699 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8149	9303	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A073B3C3	44.000	3.76e-89	293	98	NODE_498_length_30926_cov_43.4742 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22030	20876	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		sp|P45359|THLA_CLOAB	42.250	4.24e-89	293	99	NODE_109_length_75869_cov_133.923 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26530	27723	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		sp|P45359|THLA_CLOAB	42.250	4.19e-89	293	99	NODE_313_length_37923_cov_317.987 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	30025	28832	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	43.188	6.51e-89	292	99	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	120894	119743	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	43.188	6.23e-89	292	99	NODE_1029_length_18579_cov_304.051 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4107	5258	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	43.188	6.22e-89	292	99	NODE_924_length_18363_cov_191.136 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	14356	13205	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090J383	42.967	7.94e-89	292	99	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2165	999	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090J383	42.967	2.06e-89	292	99	NODE_5253_length_3875_cov_324.676 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1711	2877	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090J383	42.967	1.88e-89	292	99	NODE_5618_length_3831_cov_16.3994 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1667	2833	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090J383	42.967	1.87e-89	292	99	NODE_4704_length_3828_cov_204.407 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1664	2830	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		sp|P45359|THLA_CLOAB	42.250	6.98e-89	292	99	NODE_1579_length_13567_cov_15.8042 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	7306	6113	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	42.931	1.18e-88	291	99	NODE_41_length_97093_cov_16.3165 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47172	48323	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7WHR9	48.974	1.90e-88	290	99	NODE_503_length_30277_cov_128.889 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22078	20909	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7WHR9	48.974	1.88e-88	290	99	NODE_783_length_22675_cov_314.699 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8140	9309	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090J383	42.748	5.01e-88	290	99	NODE_41_length_97093_cov_16.3165 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47160	48323	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090J383	42.748	6.91e-88	289	99	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	120906	119743	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090J383	42.748	6.60e-88	289	99	NODE_924_length_18363_cov_191.136 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	14368	13205	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090J383	42.748	6.60e-88	289	99	NODE_1029_length_18579_cov_304.051 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4095	5258	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7WHR9	48.718	1.10e-87	288	99	NODE_498_length_30926_cov_43.4742 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22039	20870	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7WHR9	48.462	9.14e-88	288	99	NODE_633_length_23858_cov_215.29 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8140	9309	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P6W948	42.184	1.85e-87	288	99	NODE_1579_length_13567_cov_15.8042 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	7306	6113	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P6W948	42.184	1.31e-87	288	99	NODE_109_length_75869_cov_133.923 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26530	27723	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P6W948	42.184	1.30e-87	288	99	NODE_313_length_37923_cov_317.987 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	30025	28832	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		sp|P45359|THLA_CLOAB	42.250	1.61e-87	288	99	NODE_651_length_23519_cov_211.078 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15452	14259	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|Q3IZW1|Q3IZW1_RHOS4	46.530	4.74e-87	287	99	NODE_503_length_30277_cov_128.889 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22072	20912	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|Q3IZW1|Q3IZW1_RHOS4	46.530	4.69e-87	287	99	NODE_783_length_22675_cov_314.699 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8146	9306	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|Q3IZW1|Q3IZW1_RHOS4	46.530	7.52e-87	286	99	NODE_498_length_30926_cov_43.4742 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22033	20873	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S9MV38	52.516	2.27e-87	285	99	NODE_520_length_29911_cov_16.8431 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	25104	24151	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S9MV38	52.516	2.19e-87	285	99	NODE_1543_length_12471_cov_210.036 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8730	7777	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S9MV38	52.516	2.13e-87	285	99	NODE_147_length_64801_cov_141.385 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47223	46270	|ACETOACETATE-DEG-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
